a_year,a_ref,a_District,a_type,a_veh,a_cas,a_wkday,a_day,a_month,a_hour,a_min,a_gd1,a_gd2,a_ctype,a_speed,a_jdet,a_jcont,a_pedhum,a_pedphys,a_light,a_weat,a_roadsc,a_speccs,a_chaz,a_scene
2021,1,ARBC,3,1,1,FRI,1,1,4,43,312823,346346,13,30, , , , , , , , , , 
2021,2,CCGL,2,1,1,FRI,1,1,7,23,269131,413099,13,60,1,1,1,1,6,2,2,1,1,1
2021,3,ARND,3,1,1,FRI,1,1,9,40,342808,379149,13,60, , , , , , , , , , 
2021,4,FERO,3,2,1,FRI,1,1,10,0,224357,356799,13,60, , , , , , , , , , 
2021,5,ARBC,3,2,2,FRI,1,1,10,15,306596,359457,13,40, , , , , , , , , , 
2021,6,ANTN,3,1,1,FRI,1,1,11,6,325595,378733,13,50, , , , , , , , , , 
2021,7,LISC,3,1,1,FRI,1,1,12,30,327835,367248,13,30, , , , , , , , , , 
2021,8,MEAN,3,2,1,FRI,1,1,12,30,344777,392182,13,60, , , , , , , , , , 
2021,9,NEMD,3,1,1,FRI,1,1,15,0,306652,328918,13,60, , , , , , , , , , 
2021,10,CCGL,3,2,3,FRI,1,1,18,59,265195,403748,13,60, , , , , , , , , , 
2021,11,NEMD,3,1,1,SAT,2,1,5,16,349243,348124,13,60, , , , , , , , , , 
2021,12,MEAN,3,1,1,SAT,2,1,7,3,340371,402471,1,30, , , , , , , , , , 
2021,13,ANTN,3,1,1,SAT,2,1,8,0,315294,387357,13,30, , , , , , , , , , 
2021,14,ANTN,2,1,1,SAT,2,1,10,20,315766,387949,13,30,1,1,1,1,1,9,4,1,1,1
2021,15,BELC,2,2,1,SAT,2,1,7,45,334397,373905,13,30,8,3,1,1,4,1,2,1,1,2
2021,16,BELC,3,2,1,SAT,2,1,14,45,333168,377757,13,30, , , , , , , , , , 
2021,17,NEMD,3,1,1,SAT,2,1,15,50,348516,344419,13,30, , , , , , , , , , 
2021,18,ARND,3,1,1,FRI,1,1,15,35,363516,351199,13,60, , , , , , , , , , 
2021,19,NEMD,2,1,1,SAT,2,1,19,30,319127,315889,13,60,1,1,1,1,6,9,4,1,1,1
2021,20,FERO,3,1,1,SUN,3,1,9,15,242870,378910,13,60, , , , , , , , , , 
2021,21,BELC,3,2,2,SUN,3,1,12,50,338687,373648,13,30, , , , , , , , , , 
2021,22,ARBC,3,2,2,SUN,3,1,13,5,299479,355275,13,40, , , , , , , , , , 
2021,23,DCST,3,2,2,SUN,3,1,13,30,243569,416247,13,30, , , , , , , , , , 
2021,24,CCGL,3,1,1,SUN,3,1,10,30,296334,426067,1,60, , , , , , , , , , 
2021,25,BELC,1,1,1,SUN,3,1,21,2,330074,373637,13,30,1,1,1,11,4,1,2,1,1,1
2021,26,ARBC,3,3,1,MON,4,1,10,30,281144,339474,13,60, , , , , , , , , , 
2021,27,BELC,3,2,2,MON,4,1,11,30,332229,373096,13,30, , , , , , , , , , 
2021,28,ANTN,2,2,1,MON,4,1,13,0,312872,393710,11,70,12,7,1,1,1,1,1,1,1,1
2021,29,DCST,3,2,1,MON,4,1,17,0,245314,415982,13,30, , , , , , , , , , 
2021,30,BELC,2,3,2,MON,4,1,17,18,330564,371626,13,30,10,7,1,1,4,2,2,1,1,1
2021,31,BELC,3,2,1,MON,4,1,21,0,334397,373905,13,30, , , , , , , , , , 
2021,32,MIDU,3,1,1,TUE,5,1,2,46,287414,368738,13,60, , , , , , , , , , 
2021,33,MEAN,3,2,2,TUE,5,1,6,16,314975,395178,13,60, , , , , , , , , , 
2021,34,ARBC,3,3,1,TUE,5,1,6,26,286969,346165,13,60, , , , , , , , , , 
2021,35,LISC,3,3,2,TUE,5,1,8,0,331768,366120,13,50, , , , , , , , , , 
2021,36,NEMD,1,2,4,TUE,5,1,15,13,339328,347837,13,60,1,1,1,1,2,1,1,1,1,1
2021,37,MEAN,3,2,1,TUE,5,1,15,17,342384,388141,13,30, , , , , , , , , , 
2021,38,DCST,3,2,1,TUE,5,1,16,10,250885,420756,13,70, , , , , , , , , , 
2021,39,ARBC,3,1,1,TUE,5,1,16,0,301090,352956,13,30, , , , , , , , , , 
2021,40,ANTN,3,2,1,TUE,5,1,17,0,335875,382829,13,30, , , , , , , , , , 
2021,41,BELC,3,1,1,TUE,5,1,17,15,333530,374133,13,30, , , , , , , , , , 
2021,42,BELC,3,2,1,TUE,5,1,19,16,332881,373511,11,50, , , , , , , , , , 
2021,43,ARBC,3,2,2,TUE,5,1,21,0,287379,346000,1,30, , , , , , , , , , 
2021,44,ARBC,3,2,1,WED,6,1,7,45,310896,364330,13,60, , , , , , , , , , 
2021,45,BELC,2,1,1,WED,6,1,11,34,331273,377618,13,30,12,7,1,9,1,1,1,1,1,1
2021,46,BELC,3,1,2,WED,6,1,13,0,336720,373077,13,30, , , , , , , , , , 
2021,47,NEMD,3,2,3,WED,6,1,13,10,308090,326522,13,30, , , , , , , , , , 
2021,48,DCST,3,2,2,WED,6,1,13,20,234866,398794,13,30, , , , , , , , , , 
2021,49,ANTN,3,4,1,WED,6,1,13,48,308094,390455,13,30, , , , , , , , , , 
2021,50,MIDU,2,2,2,WED,6,1,20,6,279645,376999,13,60,12,7,1,1,6,9,2,1,1,1
2021,51,FERO,3,1,2,THU,7,1,7,0,198186,359700,13,60, , , , , , , , , , 
2021,52,NEMD,3,1,1,THU,7,1,9,23,340994,352488,13,60, , , , , , , , , , 
2021,53,MEAN,3,1,1,THU,7,1,11,14,315776,416821,13,60, , , , , , , , , , 
2021,54,DCST,3,1,1,THU,7,1,11,25,248155,411785,13,60, , , , , , , , , , 
2021,55,NEMD,2,1,1,THU,7,1,11,31,350622,358328,13,60,10,7,1,1,3,9,4,1,1,1
2021,56,ANTN,3,2,1,THU,7,1,12,0,331791,382202,13,30, , , , , , , , , , 
2021,57,FERO,2,1,2,THU,7,1,17,20,223013,359148,13,60,1,1,1,1,6,9,4,1,1,1
2021,58,DCST,3,2,1,THU,7,1,18,1,243297,417181,13,30, , , , , , , , , , 
2021,59,MIDU,3,2,2,THU,7,1,19,12,276114,378106,13,60, , , , , , , , , , 
2021,60,FERO,3,1,2,THU,7,1,20,55,241818,369787,13,60, , , , , , , , , , 
2021,61,BELC,3,2,2,THU,7,1,20,45,333532,373085,13,30, , , , , , , , , , 
2021,62,ANTN,3,1,1,FRI,8,1,7,45,330199,394142,13,60, , , , , , , , , , 
2021,63,LISC,3,3,1,FRI,8,1,8,9,342343,374080,13,60, , , , , , , , , , 
2021,64,ARBC,3,2,2,FRI,8,1,9,32,287157,353441,13,60, , , , , , , , , , 
2021,65,FERO,3,1,1,FRI,8,1,11,10,219359,358441,13,40, , , , , , , , , , 
2021,66,BELC,3,1,1,FRI,8,1,12,0,332714,374798,13,30, , , , , , , , , , 
2021,67,BELC,3,2,1,FRI,8,1,13,0,329718,371247,13,30, , , , , , , , , , 
2021,68,LISC,3,2,1,FRI,8,1,13,14,323964,364376,13,50, , , , , , , , , , 
2021,69,NEMD,3,2,3,FRI,8,1,14,35,307291,328392,13,60, , , , , , , , , , 
2021,70,ARBC,3,1,1,FRI,8,1,16,2,310333,356077,13,30, , , , , , , , , , 
2021,71,LISC,3,2,1,FRI,8,1,17,0,341069,367040,13,60, , , , , , , , , , 
2021,72,BELC,3,2,2,FRI,8,1,22,37,333343,375993,13,30, , , , , , , , , , 
2021,73,BELC,3,1,1,SAT,9,1,0,26,333758,373729,13,20, , , , , , , , , , 
2021,74,FERO,3,2,1,SAT,9,1,16,1,233607,355136,13,60, , , , , , , , , , 
2021,75,NEMD,3,2,2,SAT,9,1,20,0,305393,320461,13,30, , , , , , , , , , 
2021,76,LISC,3,1,1,SUN,10,1,5,25,335223,370067,11,40, , , , , , , , , , 
2021,77,BELC,3,1,1,SUN,10,1,5,28,329655,378086,13,60, , , , , , , , , , 
2021,78,ARND,3,3,1,SUN,10,1,15,30,352554,382394,13,30, , , , , , , , , , 
2021,79,CCGL,3,1,1,MON,11,1,7,11,284144,427910,13,60, , , , , , , , , , 
2021,80,ANTN,1,2,2,MON,11,1,9,12,334664,393242,13,60,1,1,1,1,2,1,1,1,1,1
2021,81,ARBC,3,4,3,MON,11,1,12,20,287671,345427,13,30, , , , , , , , , , 
2021,82,ARND,3,2,1,MON,11,1,13,15,354998,370999,13,60, , , , , , , , , , 
2021,83,MIDU,3,3,5,MON,11,1,16,0,284784,378258,13,60, , , , , , , , , , 
2021,84,BELC,3,2,1,MON,11,1,16,30,338143,374010,13,30, , , , , , , , , , 
2021,85,MEAN,3,2,1,MON,11,1,16,30,310966,400883,13,40, , , , , , , , , , 
2021,86,BELC,3,2,1,MON,11,1,17,34,332857,372445,13,30, , , , , , , , , , 
2021,87,BELC,2,2,2,TUE,12,1,7,15,334983,370872,13,30,12,3,1,11,4,10,1,1,1,1
2021,88,CCGL,3,2,1,TUE,12,1,9,26,298991,421785,13,60, , , , , , , , , , 
2021,89,BELC,3,2,1,TUE,12,1,11,10,338656,376228,13,30, , , , , , , , , , 
2021,90,MEAN,3,1,1,TUE,12,1,11,18,327773,398713,13,30, , , , , , , , , , 
2021,91,BELC,3,2,1,TUE,12,1,12,5,331978,373229,13,30, , , , , , , , , , 
2021,92,ARBC,2,3,1,MON,11,1,10,10,316661,349739,13,60,1,1,1,1,2,10,10,1,1,2
2021,93,BELC,3,5,1,TUE,12,1,13,49,329729,369480,12,70, , , , , , , , , , 
2021,94,BELC,3,2,1,SUN,10,1,14,17,329472,371276,13,30, , , , , , , , , , 
2021,95,MIDU,3,3,2,TUE,12,1,15,58,280568,376942,13,30, , , , , , , , , , 
2021,96,NEMD,3,2,3,TUE,12,1,17,0,308843,325448,13,30, , , , , , , , , , 
2021,97,BELC,3,2,1,TUE,12,1,12,15,332734,372387,13,30, , , , , , , , , , 
2021,98,ARND,3,2,2,TUE,12,1,18,27,348564,360647,13,60, , , , , , , , , , 
2021,99,ARBC,3,2,1,WED,13,1,7,58,305957,358946,13,50, , , , , , , , , , 
2021,100,ARND,3,2,1,WED,13,1,8,55,349447,381053,13,30, , , , , , , , , , 
2021,101,MIDU,3,2,1,WED,13,1,9,0,290528,394594,13,60, , , , , , , , , , 
2021,102,ARND,3,1,1,WED,13,1,13,34,352071,371369,13,60, , , , , , , , , , 
2021,103,ARBC,3,2,2,WED,13,1,15,45,302103,353808,13,30, , , , , , , , , , 
2021,104,FERO,3,2,1,WED,13,1,17,20,223040,341247,13,60, , , , , , , , , , 
2021,105,BELC,3,2,2,WED,13,1,18,20,333338,373890,13,30, , , , , , , , , , 
2021,106,BELC,3,2,1,WED,13,1,17,40,332638,381205,13,40, , , , , , , , , , 
2021,107,NEMD,3,1,1,WED,13,1,18,50,341330,345026,13,60, , , , , , , , , , 
2021,108,BELC,3,2,1,WED,13,1,19,0,333362,375913,13,30, , , , , , , , , , 
2021,109,MIDU,3,1,1,WED,13,1,23,40,277622,365201,13,60, , , , , , , , , , 
2021,110,ANTN,3,2,2,THU,14,1,7,35,334445,383096,13,30, , , , , , , , , , 
2021,111,BELC,3,1,1,THU,14,1,11,49,333766,373937,13,30, , , , , , , , , , 
2021,112,BELC,3,1,1,THU,14,1,12,59,330296,370110,13,30, , , , , , , , , , 
2021,113,CCGL,2,2,1,THU,14,1,13,0,284764,432552,13,30,8,7,1,11,1,1,1,1,1,1
2021,114,ARND,3,2,1,THU,14,1,13,53,341769,376639,13,60, , , , , , , , , , 
2021,115,MIDU,3,2,1,THU,14,1,17,19,279035,362910,13,30, , , , , , , , , , 
2021,116,NEMD,3,1,1,THU,14,1,17,30,334109,336263,13,30, , , , , , , , , , 
2021,117,ANTN,3,2,1,THU,14,1,17,45,335874,382831,13,40, , , , , , , , , , 
2021,118,LISC,2,1,1,THU,14,1,17,50,326523,363656,13,30,10,7,1,11,4,1,2,1,1,1
2021,119,DCST,3,1,1,THU,14,1,19,20,233926,393605,13,30, , , , , , , , , , 
2021,120,BELC,3,3,2,FRI,15,1,6,50,333372,374980,14,50, , , , , , , , , , 
2021,121,LISC,3,2,1,FRI,15,1,7,54,316539,369376,13,60, , , , , , , , , , 
2021,122,MIDU,3,2,1,FRI,15,1,8,15,294793,392570,13,40, , , , , , , , , , 
2021,123,ARND,3,2,1,FRI,15,1,12,0,343284,363555,13,30, , , , , , , , , , 
2021,124,DCST,3,2,2,FRI,15,1,13,17,244090,421646,13,30, , , , , , , , , , 
2021,125,BELC,3,1,2,FRI,15,1,15,9,333236,378179,13,30, , , , , , , , , , 
2021,126,BELC,3,2,1,FRI,15,1,15,55,333558,374849,13,30, , , , , , , , , , 
2021,127,BELC,3,1,1,FRI,15,1,17,5,329026,368699,13,30, , , , , , , , , , 
2021,128,CCGL,2,2,1,FRI,15,1,13,45,285239,414320,13,60,1,1,1,1,2,1,1,1,1,2
2021,129,CCGL,3,1,1,FRI,15,1,21,13,266039,406932,13,60, , , , , , , , , , 
2021,130,NEMD,3,1,1,FRI,15,1,23,45,348802,346400,13,30, , , , , , , , , , 
2021,131,BELC,3,1,1,SAT,16,1,3,3,337347,371698,13,30, , , , , , , , , , 
2021,132,LISC,3,2,1,SAT,16,1,10,40,323818,363600,13,60, , , , , , , , , , 
2021,133,BELC,3,2,1,SAT,16,1,12,55,331809,374836,13,30, , , , , , , , , , 
2021,134,ARND,3,2,2,SAT,16,1,17,20,350931,379309,13,30, , , , , , , , , , 
2021,135,DCST,3,2,3,SAT,16,1,19,20,246312,418832,13,30, , , , , , , , , , 
2021,136,FERO,3,2,1,SAT,16,1,19,29,220688,364318,13,60, , , , , , , , , , 
2021,137,ARBC,3,1,1,SUN,17,1,6,55,302567,358703,14,70, , , , , , , , , , 
2021,138,MIDU,3,1,1,MON,18,1,9,30,279407,360949,13,40, , , , , , , , , , 
2021,139,BELC,3,1,1,MON,18,1,11,37,337325,372225,13,30, , , , , , , , , , 
2021,140,DCST,3,2,1,MON,18,1,15,0,246247,416694,11,60, , , , , , , , , , 
2021,141,DCST,3,2,1,MON,18,1,15,45,235118,390424,13,30, , , , , , , , , , 
2021,142,LISC,3,2,1,MON,18,1,17,55,336758,365924,13,50, , , , , , , , , , 
2021,143,ARBC,3,3,3,TUE,19,1,9,0,286641,350700,13,60, , , , , , , , , , 
2021,144,BELC,3,2,1,TUE,19,1,14,26,334192,376871,13,30, , , , , , , , , , 
2021,145,ARBC,3,2,1,TUE,19,1,15,17,307539,358270,13,30, , , , , , , , , , 
2021,146,BELC,3,2,1,TUE,19,1,16,5,336825,374302,13,30, , , , , , , , , , 
2021,147,NEMD,3,2,1,MON,11,1,10,40,311244,329846,13,60, , , , , , , , , , 
2021,148,LISC,3,2,2,TUE,19,1,16,37,323387,362169,13,30, , , , , , , , , , 
2021,149,BELC,3,2,1,TUE,19,1,17,6,332086,373036,13,30, , , , , , , , , , 
2021,150,LISC,3,2,2,TUE,19,1,17,42,331126,361735,13,60, , , , , , , , , , 
2021,151,ANTN,3,2,1,WED,20,1,8,50,308159,390436,13,30, , , , , , , , , , 
2021,152,DCST,3,2,5,WED,20,1,10,37,230944,393518,13,60, , , , , , , , , , 
2021,153,DCST,3,2,2,WED,20,1,12,16,244879,419452,11,50, , , , , , , , , , 
2021,154,ANTN,3,2,1,WED,20,1,12,0,321379,381934,13,60, , , , , , , , , , 
2021,155,LISC,3,2,1,WED,20,1,17,23,341878,374037,13,30, , , , , , , , , , 
2021,156,BELC,3,1,1,WED,20,1,18,38,333255,376704,13,30, , , , , , , , , , 
2021,157,BELC,2,2,1,WED,20,1,19,20,333248,378188,13,30,12,7,1,11,7,10,10,1,1,2
2021,158,MIDU,3,2,1,THU,21,1,8,26,267615,360519,13,60, , , , , , , , , , 
2021,159,ANTN,3,2,1,THU,21,1,9,50,330496,383073,1,30, , , , , , , , , , 
2021,160,MEAN,2,3,3,THU,21,1,10,34,316489,405205,13,60,1,1,1,1,2,8,1,1,1,1
2021,161,DCST,3,2,2,THU,21,1,12,30,245120,422155,13,60, , , , , , , , , , 
2021,162,ARND,3,2,1,THU,21,1,13,27,353422,382473,13,30, , , , , , , , , , 
2021,163,ARBC,3,2,1,THU,21,1,13,37,319976,353794,11,60, , , , , , , , , , 
2021,164,MIDU,3,2,3,THU,21,1,14,15,275373,362617,13,30, , , , , , , , , , 
2021,165,ANTN,3,2,1,THU,21,1,16,5,331694,382243,13,30, , , , , , , , , , 
2021,166,NEMD,3,2,1,THU,21,1,16,10,318500,317049,13,40, , , , , , , , , , 
2021,167,ANTN,3,2,1,THU,21,1,17,0,336176,385688,13,40, , , , , , , , , , 
2021,168,LISC,3,1,1,THU,21,1,18,15,330596,367026,13,60, , , , , , , , , , 
2021,169,ARND,2,2,1,THU,21,1,22,0,349337,379535,13,30,12,7,1,1,4,1,4,1,1,1
2021,170,FERO,3,1,1,FRI,22,1,2,45,248982,367179,13,60, , , , , , , , , , 
2021,171,CCGL,1,1,1,FRI,22,1,6,6,293721,428268,13,60,1,1,1,1,6,9,4,1,1,1
2021,172,BELC,3,2,2,FRI,22,1,8,30,333727,372845,13,30, , , , , , , , , , 
2021,173,ANTN,3,2,1,FRI,22,1,15,30,314622,387740,13,30, , , , , , , , , , 
2021,174,MIDU,3,2,2,FRI,22,1,11,0,284242,367823,13,60, , , , , , , , , , 
2021,175,NEMD,3,4,3,FRI,22,1,18,0,305400,329020,13,40, , , , , , , , , , 
2021,176,DCST,3,1,1,FRI,22,1,22,45,244086,415909,13,30, , , , , , , , , , 
2021,177,MEAN,3,2,3,SAT,23,1,8,55,305290,403937,13,60, , , , , , , , , , 
2021,178,NEMD,3,2,1,SAT,23,1,8,50,305191,331512,13,60, , , , , , , , , , 
2021,179,MIDU,3,2,2,SAT,23,1,9,50,275465,361465,13,60, , , , , , , , , , 
2021,180,FERO,2,2,2,SAT,23,1,12,30,252811,363349,13,60,6,7,1,1,2,1,2,1,1,1
2021,181,ANTN,3,2,3,SAT,23,1,14,30,335956,382954,13,30, , , , , , , , , , 
2021,182,DCST,3,1,1,SAT,23,1,18,16,242350,417447,13,30, , , , , , , , , , 
2021,183,ANTN,3,2,2,SAT,23,1,18,30,314946,377076,13,60, , , , , , , , , , 
2021,184,BELC,3,2,2,SAT,23,1,20,20,335894,374775,11,50, , , , , , , , , , 
2021,185,DCST,3,1,2,SUN,24,1,0,58,240960,385864,13,60, , , , , , , , , , 
2021,186,NEMD,3,1,1,SUN,24,1,7,46,355183,348831,13,60, , , , , , , , , , 
2021,187,ARBC,3,2,1,SUN,24,1,8,22,294102,334482,13,60, , , , , , , , , , 
2021,188,ARBC,3,2,2,SUN,24,1,9,10,282790,340349,13,60, , , , , , , , , , 
2021,189,BELC,3,2,2,SUN,24,1,9,45,329168,371445,13,30, , , , , , , , , , 
2021,190,NEMD,3,2,1,SUN,24,1,10,9,330899,314697,1,30, , , , , , , , , , 
2021,191,ANTN,3,1,1,SUN,24,1,7,0,325208,385959,12,70, , , , , , , , , , 
2021,192,BELC,3,2,4,SUN,24,1,11,35,332835,381293,12,70, , , , , , , , , , 
2021,193,FERO,3,2,1,SUN,24,1,11,45,224527,359249,13,60, , , , , , , , , , 
2021,194,BELC,2,2,1,SAT,23,1,13,45,328954,369572,1,30,2,7,1,9,1,1,1,1,1,2
2021,195,FERO,3,2,1,SUN,24,1,13,0,236093,354509,13,60, , , , , , , , , , 
2021,196,MEAN,3,2,1,SUN,24,1,16,0,321317,405988,13,30, , , , , , , , , , 
2021,197,MEAN,3,2,2,SUN,24,1,17,33,340759,401992,13,30, , , , , , , , , , 
2021,198,LISC,3,1,1,SUN,24,1,19,30,325052,373194,13,60, , , , , , , , , , 
2021,199,LISC,3,2,1,MON,25,1,8,43,342564,374093,11,40, , , , , , , , , , 
2021,200,ARBC,2,2,3,MON,25,1,9,35,314460,343711,13,60,6,4,1,1,2,8,4,1,1,1
2021,201,BELC,3,3,1,MON,25,1,10,35,331811,374392,13,30, , , , , , , , , , 
2021,202,BELC,3,1,1,MON,25,1,12,51,330959,371968,13,30, , , , , , , , , , 
2021,203,MIDU,3,1,1,MON,25,1,13,53,273007,379909,13,60, , , , , , , , , , 
2021,204,FERO,3,1,3,MON,25,1,15,0,258369,386530,13,60, , , , , , , , , , 
2021,205,ARBC,3,3,7,MON,25,1,16,36,304954,359730,12,70, , , , , , , , , , 
2021,206,ARBC,2,3,5,MON,25,1,16,30,304933,359717,12,70,1,1,1,1,4,8,4,1,1,1
2021,207,CCGL,3,2,1,MON,25,1,17,50,282013,438492,13,30, , , , , , , , , , 
2021,208,ANTN,3,2,1,TUE,26,1,7,24,335874,382830,13,40, , , , , , , , , , 
2021,209,NEMD,3,2,1,MON,25,1,17,30,329144,339260,13,60, , , , , , , , , , 
2021,210,BELC,3,2,1,TUE,26,1,11,0,339168,373379,13,30, , , , , , , , , , 
2021,211,ANTN,3,3,1,TUE,26,1,12,41,314623,387727,13,30, , , , , , , , , , 
2021,212,MEAN,3,2,2,TUE,26,1,15,55,310485,403288,13,30, , , , , , , , , , 
2021,213,ARBC,3,2,1,TUE,26,1,17,45,302374,355537,13,40, , , , , , , , , , 
2021,214,LISC,2,2,1,TUE,26,1,18,9,321986,372566,13,60,12,7,1,1,6,7,2,1,1,1
2021,215,ARND,3,2,1,TUE,26,1,18,50,348111,374372,13,30, , , , , , , , , , 
2021,216,BELC,3,2,2,TUE,26,1,21,25,328443,371173,13,30, , , , , , , , , , 
2021,217,ANTN,2,2,2,WED,27,1,7,26,330873,388300,1,60,2,7,1,1,1,7,2,1,1,1
2021,218,BELC,3,2,1,WED,27,1,9,20,333333,376049,13,30, , , , , , , , , , 
2021,219,NEMD,3,2,1,WED,27,1,15,30,334564,319088,13,60, , , , , , , , , , 
2021,220,NEMD,3,3,4,WED,27,1,17,26,308378,327161,13,30, , , , , , , , , , 
2021,221,ARBC,3,2,1,WED,27,1,17,25,294698,360111,13,30, , , , , , , , , , 
2021,222,NEMD,2,2,5,WED,27,1,19,34,292237,315986,13,60,1,1,1,1,6,7,2,1,1,1
2021,223,BELC,3,2,1,WED,27,1,21,47,334174,375144,13,30, , , , , , , , , , 
2021,224,ARBC,2,2,1,THU,28,1,7,16,297185,350600,13,50,12,7,1,1,4,2,2,1,1,1
2021,225,LISC,2,2,2,THU,28,1,7,17,330538,361195,13,60,6,7,1,1,5,2,2,5,1,1
2021,226,LISC,2,2,1,THU,28,1,7,30,325116,366254,13,50,12,7,1,1,4,5,2,1,1,1
2021,227,NEMD,3,2,1,THU,28,1,8,10,300695,326736,13,60, , , , , , , , , , 
2021,228,MIDU,3,1,1,THU,28,1,8,36,296254,392237,13,60, , , , , , , , , , 
2021,229,NEMD,3,2,1,WED,27,1,17,20,308539,326918,13,30, , , , , , , , , , 
2021,230,NEMD,3,2,1,FRI,22,1,11,0,319770,315277,13,60, , , , , , , , , , 
2021,231,NEMD,3,2,1,THU,28,1,13,31,338887,327241,13,60, , , , , , , , , , 
2021,232,DCST,3,2,1,THU,28,1,17,24,246241,418139,11,50, , , , , , , , , , 
2021,233,ARBC,2,2,3,THU,28,1,18,25,307267,358461,13,30,12,7,1,1,4,2,2,1,1,1
2021,234,ANTN,3,2,2,FRI,29,1,8,3,319191,378487,13,30, , , , , , , , , , 
2021,235,MEAN,3,2,1,THU,28,1,18,30,336703,400411,1,60, , , , , , , , , , 
2021,236,CCGL,3,2,2,FRI,29,1,10,40,292333,412260,13,30, , , , , , , , , , 
2021,237,CCGL,3,2,1,FRI,29,1,11,58,289884,433256,13,60, , , , , , , , , , 
2021,238,MIDU,2,1,1,FRI,29,1,12,0,295105,389009,13,60,1,1,1,1,2,1,2,1,1,1
2021,239,ARBC,3,1,1,FRI,29,1,12,43,289869,346869,13,60, , , , , , , , , , 
2021,240,BELC,3,2,1,FRI,29,1,14,5,332345,374821,13,30, , , , , , , , , , 
2021,241,ANTN,2,2,6,FRI,29,1,14,36,334307,380526,13,30,10,7,1,1,2,1,1,1,1,1
2021,242,BELC,3,2,1,FRI,29,1,16,58,330972,373243,13,30, , , , , , , , , , 
2021,243,FERO,3,3,1,FRI,29,1,21,35,234838,338643,13,30, , , , , , , , , , 
2021,244,NEMD,3,2,1,SAT,30,1,10,0,288719,313459,13,30, , , , , , , , , , 
2021,245,NEMD,3,2,1,SAT,30,1,14,15,307093,317674,13,30, , , , , , , , , , 
2021,246,BELC,3,2,3,SAT,30,1,10,40,331850,376410,13,30, , , , , , , , , , 
2021,247,ARBC,3,2,3,SAT,30,1,14,10,297500,353049,13,60, , , , , , , , , , 
2021,248,CCGL,3,2,1,SAT,30,1,17,50,298715,422135,13,60, , , , , , , , , , 
2021,249,ANTN,3,2,2,SAT,30,1,18,25,308681,390118,13,40, , , , , , , , , , 
2021,250,NEMD,3,1,1,SUN,31,1,13,5,351673,354113,13,60, , , , , , , , , , 
2021,251,ARND,3,2,3,SUN,31,1,15,15,351232,382554,13,30, , , , , , , , , , 
2021,252,NEMD,3,2,1,SUN,31,1,17,30,337588,331542,13,30, , , , , , , , , , 
2021,253,BELC,3,2,1,SUN,31,1,18,15,333668,373416,13,30, , , , , , , , , , 
2021,254,BELC,3,2,1,SUN,31,1,20,23,339918,373986,13,30, , , , , , , , , , 
2021,255,ARND,2,1,1,MON,1,2,7,33,364018,358422,13,60,1,1,1,1,6,1,1,1,1,1
2021,256,DCST,3,2,2,MON,1,2,10,30,243589,418023,13,30, , , , , , , , , , 
2021,257,BELC,3,2,1,MON,1,2,11,10,334888,374524,14,60, , , , , , , , , , 
2021,258,LISC,2,1,1,MON,1,2,11,30,338045,370778,13,30,1,1,1,1,1,1,10,1,1,1
2021,259,ANTN,3,1,1,MON,1,2,12,25,331335,392804,14,70, , , , , , , , , , 
2021,260,LISC,3,2,1,MON,1,2,13,37,326276,364631,13,30, , , , , , , , , , 
2021,261,DCST,3,2,1,THU,28,1,14,40,245430,417668,13,30, , , , , , , , , , 
2021,262,BELC,3,2,1,MON,1,2,17,18,332926,372506,13,30, , , , , , , , , , 
2021,263,BELC,3,2,2,MON,1,2,20,20,334143,378983,13,30, , , , , , , , , , 
2021,264,ARND,3,2,2,MON,1,2,20,25,347168,379998,11,70, , , , , , , , , , 
2021,265,MEAN,3,2,1,TUE,2,2,6,42,336468,392694,13,60, , , , , , , , , , 
2021,266,NEMD,2,2,1,TUE,2,2,9,24,326560,338302,13,60,1,1,1,1,2,2,2,1,1,1
2021,267,BELC,3,2,1,TUE,2,2,12,12,328429,368865,13,50, , , , , , , , , , 
2021,268,BELC,3,2,1,MON,1,2,17,30,330827,371390,13,30, , , , , , , , , , 
2021,269,FERO,3,2,2,TUE,2,2,18,0,242679,379798,13,60, , , , , , , , , , 
2021,270,BELC,3,2,3,TUE,2,2,19,10,333490,374709,13,30, , , , , , , , , , 
2021,271,BELC,3,1,1,TUE,2,2,19,40,329911,370821,13,30, , , , , , , , , , 
2021,272,NEMD,2,2,1,TUE,2,2,19,30,352617,352688,13,30,6,7,1,2,7,2,2,1,1,2
2021,273,ARBC,3,2,1,TUE,2,2,19,40,305108,356944,11,60, , , , , , , , , , 
2021,274,ANTN,2,1,1,WED,3,2,4,57,326661,389942,13,60,1,1,1,1,6,2,5,1,1,1
2021,275,BELC,3,2,1,SAT,30,1,19,40,333637,373330,13,30, , , , , , , , , , 
2021,276,MIDU,2,3,1,WED,3,2,16,42,279181,367694,13,60,1,1,1,1,2,2,2,1,1,1
2021,277,ARBC,3,2,1,WED,3,2,17,5,304215,356191,1,40, , , , , , , , , , 
2021,278,CCGL,3,2,2,WED,3,2,17,5,286606,432734,13,30, , , , , , , , , , 
2021,279,ARBC,3,2,1,WED,3,2,18,9,292750,341410,13,60, , , , , , , , , , 
2021,280,BELC,3,1,1,WED,3,2,17,38,334368,372632,13,30, , , , , , , , , , 
