a_year,a_ref,a_District,a_type,a_veh,a_cas,a_wkday,a_day,a_month,a_hour,a_min,a_gd1,a_gd2,a_ctype,a_speed,a_jdet,a_jcont,a_pedhum,a_pedphys,a_light,a_weat,a_roadsc,a_speccs,a_chaz,a_scene
2020,78,LISC,3,1,1,TUE,7,1,7,54,325890,365174,13,30, , , , , , , , , , 
2020,79,ARBC,3,2,2,TUE,7,1,8,20,286976,342098,13,60, , , , , , , , , , 
2020,80,BELC,3,3,1,TUE,7,1,8,28,337122,371704,11,40, , , , , , , , , , 
2020,81,BELC,2,1,1,TUE,7,1,8,30,327830,369513,13,30,1,1,1,11,4,2,2,1,1,1
2020,82,LISC,3,2,1,TUE,7,1,8,38,316427,367520,13,60, , , , , , , , , , 
2020,83,LISC,2,2,2,TUE,7,1,8,45,329599,355318,13,60,1,1,1,1,3,1,2,1,1,1
2020,84,BELC,3,2,1,TUE,7,1,8,45,335956,373376,13,30, , , , , , , , , , 
2020,85,LISC,2,2,1,TUE,7,1,11,45,335840,364436,13,60,12,7,1,1,3,2,2,1,1,1
2020,86,ANTN,3,3,5,TUE,7,1,12,55,319770,385092,13,40, , , , , , , , , , 
2020,87,LISC,2,3,2,TUE,7,1,13,46,339999,366145,13,60,1,1,1,1,2,4,2,1,1,1
2020,88,BELC,3,2,3,TUE,7,1,13,53,338413,377574,13,30, , , , , , , , , , 
2020,89,BELC,3,2,2,TUE,7,1,15,0,333246,376257,13,30, , , , , , , , , , 
2020,90,ARBC,3,2,2,TUE,7,1,15,0,308403,359093,13,30, , , , , , , , , , 
2020,91,DCST,3,2,5,MON,6,1,8,55,243284,421128,13,40, , , , , , , , , , 
2020,92,ANTN,3,2,2,TUE,7,1,16,35,314626,382798,13,60, , , , , , , , , , 
2020,93,BELC,3,1,1,TUE,7,1,16,42,331704,377755,13,30, , , , , , , , , , 
2020,94,NEMD,3,1,1,TUE,7,1,16,50,334210,336326,13,30, , , , , , , , , , 
2020,95,BELC,3,2,2,TUE,7,1,17,18,333573,373599,13,30, , , , , , , , , , 
2020,96,DCST,3,2,1,TUE,7,1,17,27,243867,416002,2,30, , , , , , , , , , 
2020,97,LISC,3,2,2,TUE,7,1,17,40,327340,364078,13,30, , , , , , , , , , 
2020,98,LISC,3,2,1,TUE,7,1,18,10,342324,374068,13,30, , , , , , , , , , 
2020,99,ARND,3,1,1,WED,8,1,3,45,350224,378582,13,30, , , , , , , , , , 
2020,100,ANTN,3,1,1,WED,8,1,7,2,313724,382224,13,60, , , , , , , , , , 
2020,101,ANTN,3,2,1,WED,8,1,7,42,331526,382476,13,30, , , , , , , , , , 
2020,102,BELC,3,2,1,WED,8,1,8,10,332100,373164,14,50, , , , , , , , , , 
2020,103,DCST,3,2,1,WED,8,1,8,50,243564,417026,1,30, , , , , , , , , , 
2020,104,NEMD,2,1,2,WED,8,1,10,45,334247,317145,13,60,1,1,1,1,2,1,1,1,1,1
2020,105,BELC,3,2,1,WED,8,1,11,15,334209,374345,2,30, , , , , , , , , , 
2020,106,ANTN,3,2,2,WED,8,1,12,22,334209,383696,13,30, , , , , , , , , , 
2020,107,ARND,3,1,1,WED,8,1,12,49,348848,373113,13,30, , , , , , , , , , 
2020,108,LISC,3,3,1,WED,8,1,12,50,324453,364345,13,30, , , , , , , , , , 
2020,109,CCGL,3,1,1,WED,8,1,13,50,294767,425786,13,30, , , , , , , , , , 
2020,110,BELC,3,2,2,WED,8,1,15,5,331789,371870,13,30, , , , , , , , , , 
2020,111,ARBC,2,2,1,WED,8,1,16,10,281438,347492,13,60,1,1,1,1,2,1,2,1,1,1
2020,112,LISC,3,2,1,WED,8,1,16,25,326153,364732,13,30, , , , , , , , , , 
2020,113,LISC,3,4,3,WED,8,1,16,50,339690,368915,13,60, , , , , , , , , , 
2020,114,ANTN,3,2,2,WED,8,1,17,0,325825,387838,13,60, , , , , , , , , , 
2020,115,ARBC,3,2,1,WED,8,1,17,13,300554,354676,13,30, , , , , , , , , , 
2020,116,MIDU,2,1,1,WED,8,1,17,50,266325,352484,13,30,1,1,1,1,4,1,1,1,1,1
2020,117,ANTN,3,4,3,WED,8,1,17,55,316117,385791,13,50, , , , , , , , , , 
2020,118,MEAN,3,2,2,WED,8,1,19,29,339164,405162,13,30, , , , , , , , , , 
2020,119,ARBC,2,2,3,WED,8,1,19,30,319859,342394,13,60,1,1,1,1,6,10,2,1,1,1
2020,120,BELC,3,2,1,WED,8,1,17,25,331473,370774,13,30, , , , , , , , , , 
2020,121,NEMD,3,2,1,THU,9,1,8,10,341528,361122,13,60, , , , , , , , , , 
2020,122,BELC,3,2,1,THU,9,1,8,40,337627,373992,13,30, , , , , , , , , , 
2020,123,ARBC,3,2,2,WED,8,1,15,15,293881,356675,13,60, , , , , , , , , , 
2020,124,ARBC,3,1,1,THU,9,1,11,8,283047,328915,13,60, , , , , , , , , , 
2020,125,NEMD,3,1,1,WED,8,1,14,45,336423,348933,13,30, , , , , , , , , , 
2020,126,MEAN,3,2,1,THU,9,1,13,15,310365,403058,13,30, , , , , , , , , , 
2020,127,ANTN,3,2,2,THU,9,1,13,39,333422,384990,13,40, , , , , , , , , , 
2020,128,BELC,3,1,4,THU,9,1,13,50,332213,373838,13,30, , , , , , , , , , 
2020,129,CCGL,3,2,1,THU,9,1,16,15,271507,412602,13,60, , , , , , , , , , 
2020,130,BELC,3,1,1,THU,9,1,17,20,329710,374270,13,60, , , , , , , , , , 
2020,131,BELC,3,2,1,THU,9,1,17,10,334985,374874,13,50, , , , , , , , , , 
2020,132,BELC,3,3,1,THU,9,1,18,28,334140,376127,13,30, , , , , , , , , , 
2020,133,BELC,3,2,2,THU,9,1,20,20,331107,374154,13,30, , , , , , , , , , 
2020,134,MIDU,3,1,1,THU,9,1,22,0,279490,362352,2,30, , , , , , , , , , 
2020,135,LISC,3,1,1,THU,9,1,23,7,336803,368367,13,60, , , , , , , , , , 
2020,136,LISC,3,1,1,FRI,10,1,6,54,324986,372671,13,60, , , , , , , , , , 
2020,137,LISC,3,2,2,FRI,10,1,7,35,327614,365567,13,40, , , , , , , , , , 
2020,138,ARND,2,2,1,FRI,10,1,8,15,344178,378332,13,60,1,1,1,1,2,8,4,1,1,1
2020,139,DCST,3,2,2,FRI,10,1,8,23,239791,410790,13,60, , , , , , , , , , 
2020,140,CCGL,3,2,2,FRI,10,1,8,30,285558,439687,1,30, , , , , , , , , , 
2020,141,CCGL,3,1,1,FRI,10,1,8,53,283612,436680,13,60, , , , , , , , , , 
2020,142,CCGL,3,1,1,FRI,10,1,9,22,303479,433904,13,60, , , , , , , , , , 
2020,143,ARBC,1,2,1,FRI,10,1,11,21,309107,352336,13,60,6,7,1,1,2,1,2,1,1,1
2020,144,ANTN,3,2,2,FRI,10,1,12,15,331079,384366,13,30, , , , , , , , , , 
2020,145,DCST,3,2,2,FRI,10,1,12,30,243014,418186,13,30, , , , , , , , , , 
2020,146,BELC,3,2,2,FRI,10,1,13,21,337187,374638,13,30, , , , , , , , , , 
2020,147,LISC,3,1,1,FRI,10,1,13,24,326677,364194,13,30, , , , , , , , , , 
2020,148,ARND,3,1,1,FRI,10,1,8,55,348541,374452,13,30, , , , , , , , , , 
2020,149,BELC,3,1,1,FRI,10,1,9,30,333209,374534,13,30, , , , , , , , , , 
2020,150,CCGL,3,2,1,FRI,10,1,14,5,286284,434230,13,30, , , , , , , , , , 
2020,151,MEAN,3,2,1,FRI,10,1,15,6,339718,386636,13,30, , , , , , , , , , 
2020,152,LISC,3,2,1,FRI,10,1,15,27,335374,370532,13,30, , , , , , , , , , 
2020,153,DCST,3,2,3,FRI,10,1,9,47,243205,416788,13,30, , , , , , , , , , 
2020,154,ARBC,3,1,2,FRI,10,1,17,6,310410,363554,13,30, , , , , , , , , , 
2020,155,ARND,3,2,1,FRI,10,1,16,50,339553,377936,13,30, , , , , , , , , , 
2020,156,MEAN,3,1,1,FRI,10,1,18,14,310922,403608,13,30, , , , , , , , , , 
2020,157,LISC,3,1,1,FRI,10,1,18,28,315702,361819,13,30, , , , , , , , , , 
2020,158,MIDU,3,2,3,FRI,10,1,19,32,276308,349759,13,40, , , , , , , , , , 
2020,159,LISC,3,2,1,FRI,10,1,21,1,341638,373961,13,30, , , , , , , , , , 
2020,160,MIDU,2,1,3,FRI,10,1,21,19,291159,364605,13,60,1,1,1,1,6,1,1,1,1,1
2020,161,ANTN,3,1,2,SAT,11,1,11,14,328794,391184,13,30, , , , , , , , , , 
2020,162,ARND,3,2,1,SAT,11,1,12,25,350522,381947,2,30, , , , , , , , , , 
2020,163,MIDU,2,2,2,SAT,11,1,12,35,272413,366959,13,60,12,7,1,1,2,5,2,1,1,1
2020,164,DCST,3,2,1,SAT,11,1,13,41,234032,396915,13,30, , , , , , , , , , 
2020,165,DCST,2,1,3,SAT,11,1,16,36,245193,422225,13,60,1,1,1,1,2,1,1,1,1,1
2020,166,BELC,2,1,1,SAT,11,1,17,5,328789,369385,13,30,12,7,1,1,4,2,2,1,1,1
2020,167,ARBC,3,1,1,SAT,11,1,17,40,275257,338808,13,30, , , , , , , , , , 
2020,168,ANTN,3,3,1,SAT,11,1,18,30,331911,382074,13,30, , , , , , , , , , 
2020,169,ARBC,3,2,1,SAT,11,1,18,35,318281,350362,11,70, , , , , , , , , , 
2020,170,DCST,2,2,3,SAT,11,1,18,41,245123,422159,13,60,6,7,1,1,6,2,2,1,3,1
2020,171,DCST,3,2,1,SAT,11,1,6,45,246287,418128,1,30, , , , , , , , , , 
2020,172,MIDU,2,2,3,SAT,11,1,21,25,253742,354533,13,60,6,7,1,1,6,1,1,1,1,1
2020,173,BELC,3,2,7,SAT,11,1,22,40,330765,372544,13,30, , , , , , , , , , 
2020,174,BELC,2,1,1,SAT,11,1,18,30,332441,374815,13,30,1,1,1,12,4,2,2,1,1,2
2020,175,ARBC,2,1,1,SAT,11,1,22,35,312553,346084,13,30,1,1,1,1,4,1,2,1,1,1
2020,176,DCST,3,2,1,SAT,11,1,22,42,242496,418904,13,40, , , , , , , , , , 
2020,177,NEMD,2,2,4,SUN,12,1,6,50,340753,343383,13,60,1,1,1,1,6,1,1,1,1,1
2020,178,LISC,3,2,1,SUN,12,1,11,35,337160,365104,13,30, , , , , , , , , , 
2020,179,FERO,2,2,3,SUN,12,1,13,5,236579,349203,13,60,12,7,1,1,2,2,2,1,1,1
2020,180,DCST,3,2,3,SUN,12,1,15,8,252585,414996,13,60, , , , , , , , , , 
2020,181,CCGL,3,1,2,SUN,12,1,15,35,292321,422924,13,40, , , , , , , , , , 
2020,182,LISC,3,1,2,SUN,12,1,15,58,317627,366747,13,60, , , , , , , , , , 
2020,183,BELC,3,2,3,SUN,12,1,16,40,334319,375539,12,70, , , , , , , , , , 
2020,184,LISC,3,2,1,SUN,12,1,19,20,326519,363881,11,30, , , , , , , , , , 
2020,185,BELC,2,2,3,SUN,12,1,19,50,331303,375386,13,30,12,7,1,1,4,1,1,1,1,1
2020,186,ARND,2,2,2,SUN,12,1,20,55,349185,373383,13,30,2,7,1,1,4,1,2,1,1,1
2020,187,DCST,3,2,2,MON,13,1,7,44,254538,408428,13,60, , , , , , , , , , 
2020,188,BELC,3,1,1,MON,13,1,8,15,333567,373209,13,30, , , , , , , , , , 
2020,189,NEMD,3,2,1,MON,13,1,8,32,337287,345566,13,60, , , , , , , , , , 
2020,190,ANTN,3,2,2,MON,13,1,9,15,323272,385830,13,40, , , , , , , , , , 
2020,191,NEMD,2,2,1,MON,13,1,9,40,309479,323448,13,60,1,1,1,1,2,1,2,1,1,1
2020,192,BELC,3,2,3,MON,13,1,13,55,334208,374125,2,30, , , , , , , , , , 
2020,193,BELC,3,2,1,FRI,10,1,8,30,327186,370091,13,30, , , , , , , , , , 
2020,194,LISC,3,2,2,MON,13,1,13,9,326527,363902,11,30, , , , , , , , , , 
2020,195,BELC,3,1,1,MON,13,1,14,30,337899,370855,13,40, , , , , , , , , , 
2020,196,NEMD,3,2,1,MON,13,1,15,45,348800,346418,13,30, , , , , , , , , , 
2020,197,MIDU,3,2,1,MON,13,1,16,20,262746,358635,13,60, , , , , , , , , , 
2020,198,DCST,3,2,2,MON,13,1,16,58,243125,419191,13,40, , , , , , , , , , 
2020,199,DCST,3,2,1,MON,13,1,17,3,242945,417126,13,30, , , , , , , , , , 
2020,200,ANTN,3,3,2,MON,13,1,17,29,313747,389999,1,60, , , , , , , , , , 
2020,201,BELC,3,5,7,MON,13,1,17,30,334385,378229,12,70, , , , , , , , , , 
2020,202,BELC,3,3,2,MON,13,1,17,30,334343,376262,12,70, , , , , , , , , , 
2020,203,BELC,3,2,2,MON,13,1,19,50,331339,373142,13,30, , , , , , , , , , 
2020,204,ARBC,3,1,2,MON,13,1,22,30,294963,349694,1,60, , , , , , , , , , 
2020,205,ARBC,3,2,1,TUE,14,1,7,0,319469,347717,13,60, , , , , , , , , , 
2020,206,ARBC,3,3,3,TUE,14,1,7,20,306048,354318,13,60, , , , , , , , , , 
2020,207,BELC,3,2,1,TUE,14,1,7,30,337732,375384,13,30, , , , , , , , , , 
2020,208,MIDU,3,1,1,TUE,14,1,8,6,273391,368964,13,60, , , , , , , , , , 
2020,209,LISC,3,2,4,TUE,14,1,8,40,327255,361979,13,60, , , , , , , , , , 
2020,210,LISC,3,2,1,TUE,14,1,8,30,322079,365836,13,60, , , , , , , , , , 
2020,211,LISC,3,1,1,TUE,14,1,9,31,318601,365237,13,60, , , , , , , , , , 
2020,212,ANTN,3,2,3,TUE,14,1,9,45,314623,387738,13,30, , , , , , , , , , 
2020,213,BELC,3,3,1,TUE,14,1,13,0,333081,375314,13,30, , , , , , , , , , 
2020,214,MEAN,3,1,1,TUE,14,1,13,15,307911,416341,13,60, , , , , , , , , , 
2020,215,ANTN,3,2,1,TUE,14,1,15,52,326689,388583,1,60, , , , , , , , , , 
2020,216,BELC,3,3,2,TUE,14,1,16,15,334089,376347,13,30, , , , , , , , , , 
2020,217,LISC,2,1,1,TUE,14,1,15,25,341878,374035,13,30,12,7,1,1,1,1,2,1,1,2
2020,218,FERO,3,2,3,TUE,14,1,16,35,235312,334845,13,60, , , , , , , , , , 
2020,219,CCGL,3,2,1,TUE,14,1,17,7,290095,418698,13,60, , , , , , , , , , 
2020,220,BELC,3,2,1,TUE,14,1,17,43,331089,373187,13,30, , , , , , , , , , 
2020,221,BELC,3,1,1,TUE,14,1,20,3,333361,379505,13,30, , , , , , , , , , 
2020,222,ARBC,1,2,1,WED,15,1,7,10,285399,343220,13,60,12,7,1,1,6,4,2,1,1,1
2020,223,NEMD,3,1,1,WED,15,1,8,30,301074,326679,13,60, , , , , , , , , , 
2020,224,MEAN,3,3,1,WED,15,1,8,30,310463,400830,13,30, , , , , , , , , , 
2020,225,ARND,3,2,1,WED,15,1,8,53,358927,373328,13,60, , , , , , , , , , 
2020,226,ARBC,3,1,1,WED,15,1,8,50,308789,352715,13,60, , , , , , , , , , 
2020,227,MEAN,3,1,1,WED,15,1,8,54,309758,399222,13,40, , , , , , , , , , 
2020,228,ANTN,3,1,1,WED,15,1,9,36,316346,381491,13,60, , , , , , , , , , 
2020,229,MIDU,3,1,1,WED,15,1,9,10,284971,356132,13,30, , , , , , , , , , 
2020,230,ANTN,3,1,1,WED,15,1,13,10,334734,381713,13,30, , , , , , , , , , 
2020,231,BELC,3,2,3,WED,15,1,13,15,333242,376706,13,30, , , , , , , , , , 
2020,232,MEAN,3,1,1,WED,15,1,14,15,304956,410125,13,60, , , , , , , , , , 
2020,233,NEMD,2,2,1,WED,15,1,14,45,309204,325859,13,30,1,1,1,1,2,1,1,1,1,1
2020,234,MEAN,3,2,1,WED,15,1,15,3,316884,404640,13,60, , , , , , , , , , 
2020,235,BELC,2,1,1,WED,15,1,14,59,329868,370779,13,30,1,1,1,1,1,1,1,1,1,2
2020,236,ARBC,3,2,1,WED,15,1,15,36,306761,357241,13,30, , , , , , , , , , 
2020,237,DCST,3,2,1,WED,15,1,16,33,246337,418178,1,30, , , , , , , , , , 
2020,238,BELC,3,1,1,WED,15,1,17,15,334793,371577,13,30, , , , , , , , , , 
2020,239,BELC,3,5,3,WED,15,1,17,28,333172,377776,13,30, , , , , , , , , , 
2020,240,DCST,3,2,3,WED,15,1,18,7,243563,416207,13,30, , , , , , , , , , 
2020,241,BELC,3,2,1,WED,15,1,19,50,330699,371734,13,30, , , , , , , , , , 
2020,242,MIDU,3,1,1,WED,15,1,20,28,276198,364011,13,60, , , , , , , , , , 
2020,243,ANTN,3,2,1,THU,16,1,7,19,335248,381573,11,40, , , , , , , , , , 
2020,244,ARBC,3,3,1,THU,16,1,8,28,285342,355538,13,30, , , , , , , , , , 
2020,245,MIDU,3,1,1,THU,16,1,9,15,287816,381017,13,60, , , , , , , , , , 
2020,246,BELC,3,2,2,THU,16,1,9,44,334361,375809,12,70, , , , , , , , , , 
2020,247,LISC,3,2,1,THU,16,1,10,4,328671,364573,12,70, , , , , , , , , , 
2020,248,BELC,2,2,1,THU,16,1,11,4,339945,373988,13,30,12,7,1,11,2,1,1,1,1,1
2020,249,BELC,3,1,1,THU,16,1,11,50,327555,369936,13,30, , , , , , , , , , 
2020,250,BELC,3,2,1,THU,16,1,15,28,338656,374596,1,40, , , , , , , , , , 
2020,251,BELC,3,1,1,THU,16,1,16,38,333155,372808,13,30, , , , , , , , , , 
2020,252,ARND,3,2,1,THU,16,1,17,10,343632,377068,13,60, , , , , , , , , , 
2020,253,CCGL,3,2,1,THU,16,1,17,20,286056,432697,1,30, , , , , , , , , , 
2020,254,ANTN,3,2,1,THU,16,1,17,44,310410,389308,13,60, , , , , , , , , , 
2020,255,NEMD,3,2,1,THU,16,1,17,52,310264,328571,13,60, , , , , , , , , , 
2020,256,BELC,3,2,2,THU,16,1,17,56,329521,373129,13,50, , , , , , , , , , 
2020,257,BELC,2,1,1,THU,16,1,21,0,337036,373528,13,30,12,7,1,2,4,10,1,1,1,1
2020,258,BELC,3,2,1,THU,16,1,23,19,333110,370987,13,30, , , , , , , , , , 
2020,259,MIDU,3,2,1,FRI,17,1,7,16,261841,356077,13,60, , , , , , , , , , 
2020,260,LISC,3,2,1,FRI,17,1,7,25,331230,361718,13,60, , , , , , , , , , 
2020,261,MEAN,3,2,2,FRI,17,1,7,55,310938,399302,13,40, , , , , , , , , , 
2020,262,BELC,3,2,2,FRI,17,1,8,8,333217,372828,13,30, , , , , , , , , , 
2020,263,DCST,3,1,1,FRI,17,1,8,31,243202,417726,13,30, , , , , , , , , , 
2020,264,BELC,3,2,1,FRI,17,1,7,20,334497,374681,12,50, , , , , , , , , , 
2020,265,MEAN,3,1,1,FRI,17,1,10,51,311081,399207,13,60, , , , , , , , , , 
2020,266,BELC,3,4,3,FRI,17,1,11,34,338152,376013,13,30, , , , , , , , , , 
2020,267,CCGL,2,1,2,FRI,17,1,11,52,267853,428148,13,60,1,1,1,1,2,1,2,1,1,1
2020,268,ARBC,3,2,1,FRI,17,1,12,25,305079,351534,13,60, , , , , , , , , , 
2020,269,ARBC,2,2,1,FRI,17,1,12,26,306120,349286,13,30,12,7,1,1,1,1,1,1,1,1
2020,270,MEAN,3,2,1,THU,16,1,18,30,309898,403740,13,30, , , , , , , , , , 
2020,271,ARBC,3,2,2,FRI,17,1,11,10,286440,350083,13,60, , , , , , , , , , 
2020,272,BELC,3,2,2,FRI,17,1,13,20,333328,379254,13,30, , , , , , , , , , 
2020,273,BELC,3,2,1,FRI,17,1,16,21,333299,380928,12,70, , , , , , , , , , 
2020,274,LISC,3,3,1,FRI,17,1,12,30,327065,364179,13,30, , , , , , , , , , 
2020,275,MIDU,3,2,4,FRI,17,1,17,19,293373,392297,13,60, , , , , , , , , , 
2020,276,ARND,3,2,1,FRI,17,1,18,0,343847,376888,13,60, , , , , , , , , , 
2020,277,BELC,3,2,1,FRI,17,1,18,42,327389,369635,13,30, , , , , , , , , , 
